refcode,HOMO,LUMO,gap,dipole_moment_Debye,splitting,hirshfeld,N_FOD
KISKED,-8.8866,-5.3772,3.5094,2.71321,35.02,0.054582,0.54814
KISKIH,-5.1599,-1.7352,3.4247,8.49831,-38.1,0.12679,0.544849
KISKON,-9.1431,-5.687,3.4561,3.50324,29.71,0.113577,0.416075
KISMIJ,3.841,6.0607,2.2197,0.22002,-65.26,0.073603,0.950779
KITYOE,-4.1482,-1.9144,2.2338,10.11836,-22.68,0.094327,1.473634
KIWQOY,-5.3849,-2.2846,3.1003,7.22381,-40.32,0.108598,0.864079
KIWZAT,-5.3281,-2.029,3.2991,7.04967,-34.57,0.105427,0.863559
KIYWAR,-4.359,-0.1954,4.1636,2.72339,-69.97,0.215587,0.165792
KOBREZ,-4.4053,-1.8951,2.5102,3.90501,-33.11,0.05738,1.151614
KOBTOL,-4.5575,-1.4754,3.0821,3.69721,53.86,-0.022494,0.696176
KOBYIK,-4.8336,-2.889,1.9446,0.18804,-22.12,-0.014182,1.43239
KOCNUM,-5.1089,-2.0017,3.1072,10.9235,42.24,-0.130368,0.783965
KOCXEG,-13.4629,-11.8229,1.64,6.23793,25.3,0.345346,1.136975
KOGFET,-6.4985,-2.6166,3.8819,3.28651,133.77,0.028504,0.347738
KOHMAW,-5.0908,-1.3196,3.7712,2.78652,49.18,-0.139248,0.36012
KOHMEA,-5.6425,-3.4682,2.1743,4.69905,48.97,-0.03257,0.962009
KOLZAN,-5.4473,-1.8993,3.548,16.34867,-21.77,0.170127,0.587893
KOQBAT,-5.4726,-1.5707,3.9019,7.3673,153.5,-0.007692,0.375853
KOTBAW,-12.5571,-9.4287,3.1284,0,-26.29,0.202364,0.155182
KOZYED01,-3.9977,-1.1682,2.8295,8.26607,-30.11,0.122336,0.419713
KOZZEE01,-4.8397,-0.7435,4.0962,8.19211,-71.63,0.34696,0.249731
KUBGOD,-5.9164,-1.7343,4.1821,3.24686,151.43,-0.029238,0.362426
KUBHIZ,-5.5353,-3.5254,2.0099,11.50373,-26.64,0.115654,1.216734
KUGNEG,-10.5492,-5.9108,4.6384,4.75205,113.08,0.0738,0.25179
KUGWIT,-4.7101,-2.4716,2.2385,3.73789,-45.74,0.234678,1.149848
KUGXIU,-4.3066,-1.8854,2.4212,8.95659,-43.52,0.207066,1.249281
KUGXOA,-4.5584,-2.1254,2.433,7.8605,-35.59,0.174283,1.211785
KUGXUG,-4.2012,-1.8053,2.3959,7.69522,-43.76,0.196424,1.216919
KUHJED,-8.2439,-4.9243,3.3196,3.22863,61.63,-0.125286,0.510664
KULBUO,-4.5624,-2.7331,1.8293,8.08335,-27.69,0.041428,1.621622
KULMIQ,-7.5209,-5.1859,2.335,5.97122,63.89,-0.01097,0.969621
KUSPUJ,-4.991,-1.3894,3.6016,5.71753,-22.32,0.182761,0.90404
KUVWOQ,-3.8054,-1.2487,2.5567,6.05022,114.15,-0.157389,1.217842
KUWWAC,-5.1251,-3.7276,1.3975,10.67209,-25.35,0.114997,1.459223
LADCIC,-4.8316,-2.9708,1.8608,5.02784,12.69,0.172643,1.562879
LADCOI,-4.7985,-2.9083,1.8902,4.32453,6.01,0.168374,1.536941
LADXIY,-3.8714,-0.9232,2.9482,7.53144,-40.06,0.221889,0.412679
LAJYUR,-4.7346,-3.0726,1.662,9.40617,-27.1,0.131246,1.857643
LALBUV,-5.3622,-2.2656,3.0966,5.82638,78.21,0.019977,0.848699
LALDEH,4.8726,7.3407,2.4681,0.21508,-56.99,0.072617,1.064267
LALPET,-4.5787,-2.4785,2.1002,14.47817,29.28,-0.074242,1.217483
LAMLOC,2.1392,4.6011,2.4619,0,23.11,-0.176061,1.13113
LAMXAA,-5.1425,-2.8938,2.2487,3.91113,-26.8,0.06226,1.083707
LAPNIZ,-4.576,-1.7793,2.7967,7.25278,67.44,0.105914,0.985271
LAPYAC,-4.7938,-2.4533,2.3405,0.30363,46.95,0.110241,1.500701
LAQJIX,-5.1883,-2.7599,2.4284,3.23785,42.79,-0.037582,1.19793
LASXIM,-4.7536,-1.9576,2.796,6.56096,132.14,-0.142222,0.730833
LAVKEA,-7.2769,-5.3935,1.8834,14.52208,-21.48,0.244072,0.864124
LAXFAR,-8.2469,-5.5432,2.7037,3.66897,66.91,0.054856,0.837975
LAXNON,-11.8289,-8.0656,3.7633,0,49.71,-0.124811,0.439921
LAXNUT,-11.9764,-8.0562,3.9202,2.047,53.52,-0.125022,0.429755
LAYMEF,1.8188,3.9913,2.1725,0.41852,18.02,-0.139307,1.512203
LAYNEF,-4.4872,-1.412,3.0752,2.65803,101.45,-0.042067,0.539806
LAYVOX,-7.2443,-5.0603,2.184,6.09781,-37.98,0.172219,1.141416
LDHPCR10,-4.9234,-1.6416,3.2818,9.25479,-33.98,0.26124,0.455048
LEDQUH,-4.9788,-2.1652,2.8136,7.04602,-22.29,0.131568,0.493339
LELDUE,-8.5907,-5.31,3.2807,9.14353,-24.84,0.191154,0.577631
LELLAQ,-5.3227,-2.9104,2.4123,12.22314,-11.82,0.22679,1.086849
LEMRIF,-3.9803,-1.5039,2.4764,9.30693,-51.75,0.04056,0.832606
LEMVOQ,-4.9406,-1.7276,3.213,0.58448,25.68,-0.037735,0.741005
LEPSEF,-7.021,-5.6391,1.3819,10.19295,-36.27,0.249961,0.982509
LEPYOV,-6.2436,-3.3464,2.8972,0,11.56,0.118965,0.68041
LERZOX,-4.0376,-2.8469,1.1907,9.8723,-40.92,0.146863,1.040866
LEWNIN,-5.4337,-3.1897,2.244,7.6785,-14.81,0.298038,0.786329
LEXQAG,-4.578,-0.7064,3.8716,4.86501,-46.95,0.220687,0.497275
LEYSEN,-8.7249,-5.1476,3.5773,5.99609,-22.51,0.316645,0.286435
LEZQUC,-12.0823,-8.0907,3.9916,0,57.76,-0.14235,0.289961
LIBYOM,-2.5651,0.2481,2.8132,2.63186,-37.16,0.402628,0.496082
LIFVOM,-4.734,-2.7043,2.0297,9.05714,-20.88,0.076188,1.383844
LIGBUA,-4.9222,-2.0302,2.892,5.3069,29.71,0.042744,1.017906
LIHRUR,-1.2867,1.7504,3.0371,6.76065,-65.05,0.221715,0.649026
LIHSUS,-2.1401,0.3854,2.5255,6.5208,-14.87,0.168778,0.969061
LIJBUB,-4.7416,-2.8544,1.8872,11.2796,66.22,0.180011,2.288415
LILBOY,-4.4786,-2.7528,1.7258,8.39388,-38.84,0.185966,1.545965
LILLEZ,-5.1028,-2.6166,2.4862,10.06681,-52.26,0.326848,0.696363
LILYOW,-7.3274,-5.424,1.9034,8.46806,-29.84,0.203699,1.648223
LILZAJ,-7.3009,-4.9405,2.3604,7.34669,-35.62,0.198326,0.87204
LINROQ,-7.5987,-4.6335,2.9652,9.49488,50.55,0.028999,0.849856
LINRUW,-7.2719,-5.0215,2.2504,10.53528,-22.89,0.173791,1.487532
LINSOR,-8.602,-5.2597,3.3423,6.80982,-41.45,0.166017,0.494994
LISJEC,-4.4309,-1.3253,3.1056,3.03338,40.45,-0.125287,0.796697
LIWSIT,-4.019,-1.847,2.172,4.24159,74.99,-0.004498,0.851603
LIXMOX,-4.9747,-2.8794,2.0953,1.26069,-25.01,0.154143,1.217685
LIXMUD,-4.9763,-2.9391,2.0372,1.49782,-24.72,0.145115,1.286885
LIYCUU,-11.942,-8.5971,3.3449,2.35616,-39.3,0.201048,0.51404
LIYMAH,-13.2535,-9.7075,3.546,3.24004,-40.83,0.195075,0.188727
LODBEL,-4.2965,-1.8813,2.4152,5.81465,-29.03,0.218759,0.724054
LODFAL,-4.26,-0.2743,3.9857,1.76848,51.2,-0.119406,0.458001
LODYOS,-4.5205,-1.7164,2.8041,4.03046,23.36,-0.042457,0.661836
LOGKEZ,-8.1564,-6.698,1.4584,3.13835,19.79,0.102946,1.820885
LOHMUS,-4.7156,-2.5644,2.1512,6.68152,36.91,0.042794,1.222316
LOJLEE,-1.6903,2.0873,3.7776,2.69874,143.73,0.008538,0.50723
LOJVEN,-3.5435,-2.6975,0.846,15.09454,-18.37,0.115481,2.538144
LOLTOV,-5.3717,-3.3041,2.0676,9.16983,-57.31,0.187501,0.851486
LONGAW,-5.4196,-2.6925,2.7271,3.26395,-34.76,0.172315,1.303319
LONGEA,-5.3881,-2.6652,2.7229,5.24996,-31.79,0.185858,0.987205
LONRUC,-9.6263,-6.2165,3.4098,1.39075,-22.54,0.288637,0.552569
LOPXOD,-6.4277,-4.3589,2.0688,0.17851,39.75,0.106774,2.070926
LOQLOS,-4.7783,-2.9335,1.8448,5.8883,8.54,0.211754,1.35015
LOSHOS,-5.5114,-3.2343,2.2771,0,-43.24,0.241217,0.535606
LOVBUT,-9.3676,-5.0896,4.278,2.30921,129.73,-0.039334,0.27109
LOXSAS,-5.2448,-2.1159,3.1289,4.82121,-36.81,0.081114,0.572619
LOXSIA,-5.2899,-2.9361,2.3538,1.91003,23.98,-0.029137,1.756653
LOXWUQ,-2.2273,-0.3162,1.9111,7.53159,-16.84,0.313341,1.273395
LOYYUT,-4.7232,-3.0753,1.6479,8.51353,-46.79,0.286572,0.90944
LOZTEC,-7.0235,-3.4266,3.5969,8.79973,-20.98,0.349283,0.383679
LOZWIJ,-3.5698,-0.8367,2.7331,0.00094,-56.47,0.185812,0.603107
LOZXOQ,-7.6718,-4.8353,2.8365,4.82377,-40.36,0.290509,0.625188
LUBPOQ,-4.3002,-2.0927,2.2075,5.21102,-17.46,0.286317,0.899159
LUCYOX,-4.9887,-1.3734,3.6153,0,59.68,-0.026682,0.482908
LUGDUM,-5.137,-1.0703,4.0667,10.08461,-21.72,0.196635,0.307682
LUGPAE,-4.9194,-2.3465,2.5729,5.46876,-39.99,0.080397,1.268202
LUHHAA,-3.7157,-1.5606,2.1551,9.15468,95.35,-0.054287,1.420852
LUHPIO,-7.4822,-4.8069,2.6753,6.95503,22.19,-0.044414,0.621181
LUJPAI,-8.3768,-6.7516,1.6252,18.59507,32.89,0.060372,1.12871
LUJREN,-2.8171,1.0032,3.8203,3.0538,51.1,-0.05611,0.484671
LUJROX,-6.8112,-3.5008,3.3104,5.33137,68.41,0.026914,0.528637
LULDOM,2.7888,5.7881,2.9993,0.18916,-30.18,0.27529,0.56463
LUMVEU,-12.9027,-9.647,3.2557,0.00763,-26.85,0.20468,0.135911
LUNGOS,-4.4125,-2.086,2.3265,4.60153,-39.11,0.215234,1.244514
LUTFAJ,-4.6244,-2.1227,2.5017,2.72865,63.53,-0.024941,0.786493
LUVYAD,-5.0571,-1.1062,3.9509,0.52492,70.34,-0.004234,0.407256
LUWCIP,-4.1727,-3.0387,1.134,2.00E-05,-13.6,0.093825,1.681849
LUWCUB,-4.2098,-2.9611,1.2487,0,-29.62,0.062644,1.508041
LUWDAI,-4.3077,-3.0976,1.2101,2.00E-05,-26.78,0.047931,1.76092
LUYBEP,-2.2055,-0.5816,1.6239,7.88489,-74.85,0.49011,0.964951
LUYMAU,-5.5592,-2.9036,2.6556,9.42787,-23.08,0.113177,0.853967
LUYXEJ,-4.1429,-2.2992,1.8437,2.95058,-55.01,0.257137,1.206664
LUYXUZ,-4.5426,-2.1595,2.3831,3.29016,-35.9,0.257898,1.36367
LUZXEL,-5.4632,-2.7518,2.7114,6.98946,-25.38,0.115737,0.774445
MABHAZ,-5.7534,-1.5084,4.245,3.77641,126.28,0.04365,0.337661
MABLUA,-8.1116,-4.7696,3.342,5.25543,81.05,-0.044061,0.604262
MACPUC,-5.7777,-1.937,3.8407,4.65878,118.43,0.038483,0.458392
MACRCC,-13.6572,-9.4479,4.2093,8.72257,-23.28,0.323392,0.212486
MACZEW,-5.5711,-1.992,3.5791,6.8558,143.5,0.020676,0.505558
MADLOV,-5.6339,-4.1072,1.5267,5.29476,-36.63,0.383888,1.265292
MAENCO,-12.7518,-9.5508,3.201,5.03047,55.98,0.15903,0.372579
MAFECL,12.2593,14.6667,2.4074,0.01655,-27.76,-0.009944,0.855762
MAGGEK,-4.5534,-2.1199,2.4335,3.25854,27.88,-0.049853,1.146108
MAHNOZ,-5.625,-3.4364,2.1886,12.86114,-34.94,0.355777,0.980333
MAJCAC,-5.3354,-3.0419,2.2935,8.26287,-27.05,-0.003823,1.08797
MAJWUT,-4.9109,-1.9578,2.9531,5.76287,36.86,-0.130831,1.032232
MAJYOM,2.7048,5.298,2.5932,0,-9.48,-0.126803,1.073221
MAJYUS,-1.6364,0.101,1.7374,0.6534,27.54,-0.007276,1.224868
MAKBUW,-1.8303,-0.394,1.4363,0.12246,13.55,0.28037,1.691021
MAKPIX,-10.1888,-6.6689,3.5199,1.20679,50.2,0.128704,0.452634
MAKPOD,-10.0161,-6.796,3.2201,1.26766,53.72,0.105247,0.556357
MALGAI,-4.1756,-1.2021,2.9735,4.04326,141.06,-0.186774,0.501956
MALGIQ,-8.8793,-3.798,5.0813,2.98699,134.9,-0.110159,0.21458
MALNET,-5.3197,-2.5962,2.7235,5.63081,68.09,0.045603,0.643388
MALVUQ,-4.3446,-1.5104,2.8342,2.58089,20.45,0.020063,0.562286
MAMCOS,-7.5462,-4.9088,2.6374,7.75461,-46.88,0.211623,0.47774
MANHAM,0.64,2.4462,1.8062,6.8601,4.93,0.013721,1.761317
MANHEQ,0.6519,2.5901,1.9382,0.52129,7.69,0.028444,1.552308
MARJIZ,-7.1989,-5.9034,1.2955,4.3193,-39.89,0.220836,1.50351
MASNUR,-4.3241,-1.9168,2.4073,6.37911,-37.69,0.209725,1.146469
MASPAZ,-4.4191,-2.1553,2.2638,5.53243,-44.63,0.149437,1.215465
MASPED,-4.2113,-1.9262,2.2851,7.90029,-46.35,0.153044,1.279737
MATFUL,-4.6665,-3.1342,1.5323,20.91472,-41.46,0.291558,1.53199
MAWLOL,-8.5883,-4.7513,3.837,4.62949,60.27,-0.049808,0.388097
MAXZOC,-3.6742,-1.8666,1.8076,3.0077,-21.73,0.027291,1.275507
MAZOCT,-4.8833,-2.0948,2.7885,18.5957,-32.15,0.114677,0.681143
MCEACR,-8.3873,-5.0395,3.3478,0.39623,-39.51,0.217503,0.425854
MCENCR,-8.405,-5.2207,3.1843,13.72723,-22.33,0.264672,0.450186
MCPTCO,-4.9086,-2.2666,2.642,1.89958,-16.73,0.177439,0.877218
MCYSCO,-9.6753,-6.8689,2.8064,9.9458,57.36,0.103032,0.610433
MECPCO,-5.196,-2.3576,2.8384,6.86548,43.55,-0.023342,1.053777
MEDCAA,-4.7291,-3.3319,1.3972,1.01766,27.95,-0.082769,2.141091
MEDCEE,-1.0144,0.8921,1.9065,4.62286,16.96,-0.191647,1.812746
MEDCOO,-1.5151,0.9367,2.4518,10.52796,26.71,-0.119345,1.174769
MEDCUU,-4.166,-1.8598,2.3062,3.04985,24.91,-0.177981,1.398122
MEHBAC,-4.4412,-1.1218,3.3194,9.17803,103.27,-0.063339,0.828885
MEHKOA,0.7814,3.1448,2.3634,6.48806,-43.42,0.1746,0.733191
MEHNOC,-5.2332,-1.8664,3.3668,2.99601,-41.07,0.164967,0.328566
MEIMMN,-3.912,-0.6596,3.2524,17.51005,-61.51,0.213466,0.440937
MEJYOS,2.0674,4.1885,2.1211,0.07706,-71.08,0.08516,1.180978
MEJZAF,-4.052,-1.6036,2.4484,7.07285,-55.81,0.08655,0.988217
MENWUY,-4.3056,-2.11,2.1956,1.00E-05,-13.86,0.155715,1.187591
MERECO,-4.621,-1.9244,2.6966,5.45011,-12.19,0.091678,0.533019
MESROU,-2.8213,0.9769,3.7982,0.00158,-57.38,0.514507,0.259493
METGOH,-5.4818,-2.1881,3.2937,9.19463,-34.88,0.160347,0.353862
METGUN,-5.5385,-2.4563,3.0822,9.15202,-32.6,0.139144,0.419214
METYEQ,-3.9591,-1.8836,2.0755,0,-19.41,0.14968,1.033652
MGXANC,-5.1285,-4.3814,0.7471,8.54493,29.18,0.090546,2.015039
MHPCOB01,-5.0747,-0.9796,4.0951,0.55957,44.06,-0.00624,0.314801
MICHOV,-5.3825,-2.5251,2.8574,7.36373,80.99,0.045085,0.817525
MIDJOY,-7.9682,-5.6933,2.2749,6.84187,46.94,0.079026,0.954813
MIJPAZ,-4.6667,-1.5585,3.1082,2.0472,58.74,-0.100706,0.502949
MIJSOP,-4.8864,-3.3019,1.5845,4.64227,12.27,0.213293,1.603319
MIJVAE,-4.6247,-2.279,2.3457,13.51385,-28.97,0.115968,0.891237
MIKROO,-4.8755,-2.4865,2.389,11.79389,62.68,-0.006244,1.212629
MIMGIY,-5.1635,-0.866,4.2975,2.25726,51.39,-0.019472,0.340129
MINNAZ,-4.745,-1.5034,3.2416,15.68459,35.48,0.032936,0.54745
MINWIR,-4.3224,-3.0555,1.2669,10.9694,-38.68,0.128104,1.543486
MIPYOA,-5.4118,-2.0155,3.3963,2.39404,103.92,0.05286,0.657208
MIRVEP,-4.482,-0.9116,3.5704,0.0001,-65.13,0.146175,0.339668
MIVGIH,1.9957,4.2723,2.2766,0.02252,-30.55,0.027911,1.01755
MIVGUV,-6.5384,-3.7518,2.7866,10.7241,-39.24,0.289459,0.522204
MIZSEV,-4.5906,-0.8528,3.7378,9.09558,-68.72,0.140364,0.425886
MNMTBH,-4.0616,-2.4271,1.6345,4.65825,-40.21,0.207,1.347438
MOBKET,-6.3895,-3.5983,2.7912,13.40788,-41.87,0.331021,0.767115
MOCMAT,-1.9172,0.7007,2.6179,10.46512,10.53,0.243248,0.904441
MODREE,-5.7596,-2.8949,2.8647,3.61291,-26.91,0.189793,0.72158
MOFMAV,-4.5318,-1.9374,2.5944,3.75216,-40.45,0.317003,0.961968
MOHFUM,-8.1125,-5.898,2.2145,8.54235,-11.69,0.160744,0.992155
MOHWOW,-3.3643,-0.4438,2.9205,2.74399,25.84,-0.201806,0.545719
MOHWUC,-4.2742,-0.7487,3.5255,2.83382,36.64,-0.085894,0.367897
MOMCIB,-3.8174,-2.0071,1.8103,6.57781,-12.99,0.309018,1.475762
MOMXUJ,-5.4115,-3.424,1.9875,9.96929,-25.87,0.340855,1.01479
MONTIU,-3.8912,-3.1906,0.7006,12.05399,-43.85,0.152446,1.770482
MONZEU,-5.0182,-2.4481,2.5701,3.61877,-11.75,0.273046,0.850193
MOPSUF,-4.5975,-0.8523,3.7452,6.45218,91.07,0.048877,0.354919
MORDOM,-4.9497,-2.0187,2.931,5.75951,32.9,-0.04366,0.803622
MOTCMN,-4.1815,-3.2492,0.9323,1.86786,-43.71,0.120511,1.393765
MOWVOK,-3.8089,-1.2595,2.5494,6.39401,16.98,0.006173,0.817472
MOZRIC,-4.6678,-2.7853,1.8825,7.23398,-35.06,0.376226,1.038983
MTACNI,-4.994,-2.1698,2.8242,1.95961,24.19,0.023319,0.833112
MTCBFE,-5.128,-2.9499,2.1781,3.60957,-14.78,0.311262,0.729753
MTHUNI,-4.088,-1.3561,2.7319,1.00E-05,-35.99,0.006117,0.841845
MUCBIV,-11.9862,-7.6309,4.3553,3.47692,-52.67,0.311571,0.126513
MUDMIJ,0.1571,4.4316,4.2745,0.89112,-70.18,0.36992,0.287792
MUFXIU,-5.4729,-2.8983,2.5746,6.0353,-24.45,0.245302,0.797088
MUGYEU,-4.5446,-2.5358,2.0088,8.50514,-18.77,0.19807,0.976889
MUGYIY,-4.2699,-2.0735,2.1964,7.16175,-16.06,0.138652,1.060046
MUJZUM,-6.1407,-3.9713,2.1694,9.93716,-32.66,0.418543,0.645976
MUKGUU,-2.6872,-1.7533,0.9339,0.44943,31.07,-0.079936,1.960121
MUKJOS,-3.9107,-2.1717,1.739,2.00E-05,71.88,0.177268,1.41776
MULJIM,-5.7618,-3.5403,2.2215,6.4842,56.43,0.032692,1.053524
MUMPAL,-1.4591,1.3322,2.7913,11.98669,-25.37,0.088757,0.531181
MUNLIQ,-4.0899,-1.0236,3.0663,4.56208,-56.62,0.181131,0.444963
MUQPOF,1.3106,3.1251,1.8145,0.20955,-38.02,0.0728,2.02438
MUQQOE,-3.7026,-1.6502,2.0524,5.51424,-64.69,0.141038,0.764202
MUTVUU,-4.9749,-1.8722,3.1027,1.00E-05,-52.7,0.185564,0.464251
MUXVEJ,-4.7916,-3.0372,1.7544,12.73065,-65.81,0.303408,0.931952
NABDEZ,-7.1097,-4.8136,2.2961,3.22353,30.03,-0.050134,1.32675
NABDID,-7.4867,-5.2471,2.2396,2.01155,24.37,-0.030529,1.066762
NABFOL,-7.3804,-4.9848,2.3956,3.12271,33.91,-0.097221,1.22459
NADLIO,-4.6877,-1.2048,3.4829,12.4829,-58.56,0.152285,0.309375
NADLOU,-4.7513,-1.4819,3.2694,13.5597,-58.73,0.14607,0.459013
NAFDAB,-5.1998,-2.2943,2.9055,4.89374,-26.95,0.15826,0.772908
NAFNEO,-3.3876,-1.0258,2.3618,1.00E-05,0.41,-0.050812,0.760032
NAJKIS,-12.3982,-8.5808,3.8174,3.82152,75.22,-0.046506,0.51047
NAKHEN,-5.3291,-1.4642,3.8649,0.51299,54.14,0.006362,0.363624
NAKWUS,-6.0879,-2.1001,3.9878,11.91176,107.46,0.037296,0.440168
NALPUL,-4.9039,-2.3382,2.5657,1.46607,71.22,0.031247,1.346584
NAMYOQ,-4.418,-2.1497,2.2683,7.46371,-20.19,0.056449,0.734656
NANJEU,-5.0024,-2.3898,2.6126,11.35035,-20.6,0.164835,0.710382
NANJUJ,-2.4507,-0.1931,2.2576,1.90697,-24.82,0.379079,1.229114
NAPYFE10,-10.0223,-7.7964,2.2259,0.41397,-51.26,0.251881,1.260392
NAQQAY,-3.821,-2.0783,1.7427,1.00E-05,104.1,-0.068371,1.132894
NASJAT,-4.8099,-2.2365,2.5734,3.63866,-50.52,0.321438,0.798847
NASJEX,-4.2567,-1.8178,2.4389,6.08165,-43.98,0.27003,1.026281
NAVVIQ,1.2273,3.547,2.3197,4.01274,-1.43,0.125709,1.467246
NAYMUY,-5.1809,-0.85,4.3309,5.12223,112.39,-0.012522,0.293404
NAZROW,-4.0765,-2.1256,1.9509,11.42684,-32.32,0.158988,1.661524
NAZRUC,-4.0257,-2.2659,1.7598,12.48056,-30.16,0.135773,1.433905
NCACON,-13.0919,-10.7457,2.3462,10.95286,57.04,0.237337,0.501519
NEBKIR,-2.376,0.8672,3.2432,2.40367,80.52,-0.024081,0.800899
NEDGIM,-5.607,-3.5218,2.0852,14.86743,-49.03,0.263533,0.98908
NEFQEU,-8.4663,-5.3326,3.1337,9.74085,-35.07,0.054192,0.343131
NEHDIO,-8.3602,-4.9725,3.3877,1.60855,46.9,-0.137471,0.329959
NEHWIH,-4.444,-1.2609,3.1831,1.00E-05,-52.6,0.197157,0.733278
NEJBIN,-0.4627,1.0491,1.5118,7.49875,-45.31,0.267656,0.889509
NELGOA,-10.0171,-7.684,2.3331,0.00346,-61.13,0.242934,1.223978
NEMXIN,-5.3572,-3.1803,2.1769,2.86713,55.44,0.200439,1.144532
NENNEA,-8.0591,-5.0178,3.0413,7.70374,-8.9,0.176206,0.738308
NENWEK,-3.6823,-1.874,1.8083,14.23412,-61.75,0.197752,1.532359
NEPMEC,0.9859,2.6071,1.6212,0.57439,-80.73,0.233015,1.857986
NEPPIJ,2.2712,4.3088,2.0376,0.44209,-20.95,0.463955,1.103333
NETCAT,-4.0658,-2.3688,1.697,15.00729,-55.37,0.187962,0.766173
NETTOX,-4.7252,-2.2441,2.4811,3.89455,-16.45,0.225113,0.846968
NEXYAS,-2.0445,0.9065,2.951,6.04292,62.31,0.118454,0.874543
NEYJUY,-3.443,-2.184,1.259,19.52392,-46.72,0.148686,1.18611
NEYVUI,-4.423,-2.1354,2.2876,1.98414,21.09,-0.143801,1.138119
NEYWOD,-4.4672,-2.8421,1.6251,0.26926,27.18,0.051228,1.668876
NEYWUJ,-5.6364,-3.2697,2.3667,10.88144,-16.86,0.098912,1.376904
NEZBIG,2.9166,4.9647,2.0481,0.00144,-36.67,0.043969,1.341252
NEZGIJ,-5.1087,-1.9635,3.1452,4.98072,33.18,-0.035878,0.660821
NEZPEQ,-4.5924,-2.0615,2.5309,14.28177,-21.06,0.158179,1.327809
NICFAH,-2.0514,1.4819,3.5333,4.79125,-19.4,0.158245,0.46887
NIDMOE,-4.6106,-2.2042,2.4064,9.2336,-63.32,0.17987,0.83299
NIDTHC11,-4.8191,-2.0403,2.7788,0.28878,23.73,-0.102293,0.781015
NIFWAB,-5.2856,-1.5651,3.7205,6.01685,47.23,-0.066382,0.393161
NIHXEK,-3.7697,-1.7307,2.039,7.84462,-36.47,-0.055519,1.239912
NIHYIP,-3.6744,-1.7558,1.9186,7.81617,-39.88,-0.052381,1.207483
NIHZCH11,-1.7831,1.9122,3.6953,16.41955,-46.27,0.137348,0.428059
NIJZEM,-3.1237,-2.3135,0.8102,9.29602,-57.22,0.249507,1.648728
NISBEW,-4.5585,-0.8184,3.7401,8.25324,64.03,-0.148417,0.530273
NITVES,-0.1722,2.7304,2.9026,2.08712,-60.52,0.226942,0.624096
NIVWOF,-5.9065,-1.3921,4.5144,2.15358,179.41,-0.076759,0.378383
NIWTOC,-2.0691,0.6463,2.7154,5.40626,-41.15,0.329503,0.584675
NOBHET,-8.6016,-4.8433,3.7583,4.13982,-33.98,0.265823,0.241447
NOFJOI,-2.0983,0.2172,2.3155,3.37581,-22.28,0.383949,0.576129
NOGWIQ,-5.4785,-2.1392,3.3393,7.42329,-21.77,0.137767,0.879273
NOHKUQ,-4.2354,-1.0569,3.1785,0.2679,-42.24,0.281733,0.500859
NOJJAX,-8.3859,-5.2524,3.1335,1.56033,-20.45,0.345929,0.404209
NOKSOX,-4.4736,-2.987,1.4866,12.08827,-48.76,0.191149,0.886437
NONTIW,-5.4485,-2.2265,3.222,6.56233,-20.08,0.208173,0.464298
NONTUI,-4.97,-2.9266,2.0434,5.37445,-15.92,0.323585,0.924457
NONVEU,-3.7399,-1.279,2.4609,6.26887,-44.43,0.20154,0.649812
NONYUN,-3.3946,0.4057,3.8003,5.45878,68.22,-0.178519,0.483225
NOPTES,-5.3686,-2.9112,2.4574,12.73827,-10.91,0.08234,1.099828
NOQTAP,-5.5414,-3.7062,1.8352,12.89347,-24.04,0.197436,1.192553
NOSHEI,-3.9976,-1.3051,2.6925,5.83391,47.82,-0.084863,0.790199
NOTPUK,-6.4007,-2.2673,4.1334,3.57586,153.44,0.012168,0.314279
NOYCIN,-11.8724,-9.4748,2.3976,0.84161,-9.38,0.08802,0.686238
NOYJUG,4.9368,7.2185,2.2817,7.99823,-18.14,0.367546,0.8899
NOZPAT,-5.8953,-2.657,3.2383,1.89526,104.59,0.023933,0.759942
NTMTUC,-5.4108,-2.2103,3.2005,7.69695,-19.31,0.139023,0.643503
NUKPAM01,-4.0376,-2.7428,1.2948,2.52979,-45.29,0.243058,1.750427
NUNTAR,-5.148,-0.8042,4.3438,14.5004,-60.02,0.283173,0.255002
NUNWUP,-4.8433,-3.1653,1.678,4.48416,62.76,-0.104501,1.447402
NUPTAT,-5.3457,-2.8589,2.4868,9.19746,-21.99,0.037262,0.976308
NURPUN,-7.0162,-3.7434,3.2728,2.00E-05,-28.77,-0.017488,0.553334
NUSMIY,1.2055,3.0143,1.8088,18.46104,25.75,-0.06472,1.966504
NUTHIU,-4.6862,-2.2812,2.405,12.80423,-14.62,0.14823,0.822347
NUYHOE,-7.685,-4.9718,2.7132,4.27878,33.35,-0.188229,0.788927
NUZCUG,-8.3562,-5.2184,3.1378,1.20768,87.56,0.022511,0.528651
NUZSUX,-4.5602,-2.7409,1.8193,8.79192,-60.14,0.26864,1.211546
OBIMOC,-4.8841,-2.0722,2.8119,10.79966,-31.29,0.057452,0.82537
OBIVAX,-13.9467,-10.1114,3.8353,0,35.76,0.179723,0.328975
OBOFOC,-10.9775,-6.8863,4.0912,7.34095,65.61,0.021864,0.651627
OBOKAR,-5.7071,-3.1124,2.5947,9.00211,-40.55,0.132001,0.552411
