idx,n_centers,rot633,rot589,rot355,rot589_sign,rot589_abs,rot633_sign,rot633_abs,rot355_sign,rot355_abs,point_group,is_point_group_chiral
099966,1,-24.58,-28.59,-88.5,-1.0,28.59,-1.0,24.58,-1.0,88.5,C1,True
068165,2,-0.01,-0.01,-0.02,-1.0,0.01,-1.0,0.01,-1.0,0.02,Cs,False
005355,0,-0.25,-0.28,-0.52,-1.0,0.28,-1.0,0.25,-1.0,0.52,Cs,False
062688,5,-106.51,-125.3,-458.44,-1.0,125.3,-1.0,106.51,-1.0,458.44,C1,True
105042,1,69.17,80.75,262.03,1.0,80.75,1.0,69.17,1.0,262.03,C1,True
092732,1,-51.55,-60.11,-204.37,-1.0,60.11,-1.0,51.55,-1.0,204.37,C1,True
108065,3,-17.27,-20.15,-64.56,-1.0,20.15,-1.0,17.27,-1.0,64.56,C1,True
033430,0,26.27,30.42,88.2,1.0,30.42,1.0,26.27,1.0,88.2,C1,True
056712,2,-44.77,-52.12,-162.45,-1.0,52.12,-1.0,44.77,-1.0,162.45,C1,True
042428,0,122.22,142.84,471.0,1.0,142.84,1.0,122.22,1.0,471.0,C1,True
124688,1,-34.13,-39.85,-130.61,-1.0,39.85,-1.0,34.13,-1.0,130.61,C1,True
094636,2,-101.12,-118.02,-381.6,-1.0,118.02,-1.0,101.12,-1.0,381.6,C1,True
013234,0,113.0,131.51,406.96,1.0,131.51,1.0,113.0,1.0,406.96,C1,True
100282,1,57.13,67.04,240.4,1.0,67.04,1.0,57.13,1.0,240.4,C1,True
075237,0,12.9,2.65,-1905.34,1.0,2.65,1.0,12.9,-1.0,1905.34,C1,True
039546,6,66.34,78.08,289.1,1.0,78.08,1.0,66.34,1.0,289.1,C1,True
049039,2,129.13,150.13,509.09,1.0,150.13,1.0,129.13,1.0,509.09,C1,True
124331,0,0.03,0.03,0.13,1.0,0.03,1.0,0.03,1.0,0.13,Cs,False
122060,0,-537.04,-660.04,-6184.8,-1.0,660.04,-1.0,537.04,-1.0,6184.8,C1,True
020906,0,75.21,87.46,263.21,1.0,87.46,1.0,75.21,1.0,263.21,C1,True
096908,1,4.53,4.79,-25.56,1.0,4.79,1.0,4.53,-1.0,25.56,C1,True
022131,0,96.96,113.05,357.31,1.0,113.05,1.0,96.96,1.0,357.31,C1,True
000020,0,-24.11,-29.02,-143.16,-1.0,29.02,-1.0,24.11,-1.0,143.16,C2,True
043894,2,-120.22,-141.14,-500.33,-1.0,141.14,-1.0,120.22,-1.0,500.33,C1,True
031662,0,-16.6,-19.47,-65.8,-1.0,19.47,-1.0,16.6,-1.0,65.8,C1,True
081291,3,-39.85,-48.28,-338.16,-1.0,48.28,-1.0,39.85,-1.0,338.16,C1,True
017788,3,-27.1,-31.65,-102.89,-1.0,31.65,-1.0,27.1,-1.0,102.89,C1,True
014077,2,234.22,275.37,1007.86,1.0,275.37,1.0,234.22,1.0,1007.86,C1,True
065404,2,-44.16,-51.28,-154.19,-1.0,51.28,-1.0,44.16,-1.0,154.19,C1,True
116264,2,-70.0,-81.08,-233.76,-1.0,81.08,-1.0,70.0,-1.0,233.76,C1,True
028290,0,-0.01,-0.01,-0.05,-1.0,0.01,-1.0,0.01,-1.0,0.05,Cs,False
098174,1,-189.89,-230.8,-1754.64,-1.0,230.8,-1.0,189.89,-1.0,1754.64,C1,True
027703,0,-26.1,-31.17,-146.21,-1.0,31.17,-1.0,26.1,-1.0,146.21,C1,True
030939,1,-48.21,-55.94,-166.56,-1.0,55.94,-1.0,48.21,-1.0,166.56,C1,True
047915,0,101.15,117.46,352.68,1.0,117.46,1.0,101.15,1.0,352.68,C1,True
088469,2,3.2,3.85,17.33,1.0,3.85,1.0,3.2,1.0,17.33,C1,True
030154,1,98.81,116.22,423.37,1.0,116.22,1.0,98.81,1.0,423.37,C1,True
016828,2,-210.44,-250.62,-1241.79,-1.0,250.62,-1.0,210.44,-1.0,1241.79,C1,True
119950,3,-26.26,-30.41,-92.98,-1.0,30.41,-1.0,26.26,-1.0,92.98,C1,True
065180,2,-50.38,-58.38,-166.21,-1.0,58.38,-1.0,50.38,-1.0,166.21,C1,True
102993,3,-38.13,-44.34,-135.87,-1.0,44.34,-1.0,38.13,-1.0,135.87,C1,True
126603,0,-0.49,-0.58,-2.08,-1.0,0.58,-1.0,0.49,-1.0,2.08,C1,True
081815,4,-110.47,-128.84,-412.44,-1.0,128.84,-1.0,110.47,-1.0,412.44,C1,True
023590,4,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
106590,1,2.55,2.99,10.47,1.0,2.99,1.0,2.55,1.0,10.47,C1,True
009166,0,5.54,7.89,147.35,1.0,7.89,1.0,5.54,1.0,147.35,C1,True
051723,1,85.83,100.99,373.82,1.0,100.99,1.0,85.83,1.0,373.82,C1,True
113413,4,54.39,62.95,179.4,1.0,62.95,1.0,54.39,1.0,179.4,C1,True
113932,3,-49.3,-57.64,-191.12,-1.0,57.64,-1.0,49.3,-1.0,191.12,C1,True
064763,1,112.31,131.25,434.23,1.0,131.25,1.0,112.31,1.0,434.23,C1,True
086643,1,37.92,44.36,140.58,1.0,44.36,1.0,37.92,1.0,140.58,C1,True
110591,5,145.54,169.3,521.93,1.0,169.3,1.0,145.54,1.0,521.93,C1,True
039168,2,33.83,40.98,221.85,1.0,40.98,1.0,33.83,1.0,221.85,C1,True
029634,0,-23.23,-31.77,-764.76,-1.0,31.77,-1.0,23.23,-1.0,764.76,C1,True
097240,0,-20.22,-23.73,-41.6,-1.0,23.73,-1.0,20.22,-1.0,41.6,C1,True
068852,4,-0.22,0.76,46.88,1.0,0.76,-1.0,0.22,1.0,46.88,C1,True
063643,2,-49.25,-56.33,-129.74,-1.0,56.33,-1.0,49.25,-1.0,129.74,C1,True
031209,0,4.52,5.33,19.84,1.0,5.33,1.0,4.52,1.0,19.84,C1,True
082744,5,-104.4,-121.42,-374.05,-1.0,121.42,-1.0,104.4,-1.0,374.05,C1,True
013484,1,47.69,56.16,207.55,1.0,56.16,1.0,47.69,1.0,207.55,C1,True
098293,1,44.52,52.8,217.2,1.0,52.8,1.0,44.52,1.0,217.2,C1,True
036317,2,188.17,223.15,916.62,1.0,223.15,1.0,188.17,1.0,916.62,C1,True
115406,1,-108.97,-126.3,-367.15,-1.0,126.3,-1.0,108.97,-1.0,367.15,C1,True
016927,2,-54.0,-63.87,-249.82,-1.0,63.87,-1.0,54.0,-1.0,249.82,C1,True
087193,2,314.03,375.98,2079.39,1.0,375.98,1.0,314.03,1.0,2079.39,C1,True
133591,3,-41.84,-48.65,-149.33,-1.0,48.65,-1.0,41.84,-1.0,149.33,C1,True
020784,1,45.17,52.89,178.66,1.0,52.89,1.0,45.17,1.0,178.66,C1,True
011137,2,186.87,217.16,658.49,1.0,217.16,1.0,186.87,1.0,658.49,C1,True
122593,1,-273.68,-323.42,-1599.14,-1.0,323.42,-1.0,273.68,-1.0,1599.14,C1,True
049167,2,-306.22,-363.72,-387.26,-1.0,363.72,-1.0,306.22,-1.0,387.26,C1,True
116820,0,199.14,231.77,707.46,1.0,231.77,1.0,199.14,1.0,707.46,C1,True
054430,2,205.66,242.79,937.59,1.0,242.79,1.0,205.66,1.0,937.59,C1,True
121667,0,0.89,0.4,-33.03,1.0,0.4,1.0,0.89,-1.0,33.03,C1,True
127837,0,0.02,0.03,0.39,1.0,0.03,1.0,0.02,1.0,0.39,Cs,False
123699,2,-62.56,-116.77,1847.46,-1.0,116.77,-1.0,62.56,1.0,1847.46,C1,True
103468,3,60.45,70.76,238.12,1.0,70.76,1.0,60.45,1.0,238.12,C1,True
099080,1,10.39,12.93,108.05,1.0,12.93,1.0,10.39,1.0,108.05,C1,True
111308,4,-4.45,-5.26,-20.15,-1.0,5.26,-1.0,4.45,-1.0,20.15,C1,True
059563,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
040669,1,1.2,1.44,6.04,1.0,1.44,1.0,1.2,1.0,6.04,C1,True
005971,0,-0.14,-0.16,-0.57,-1.0,0.16,-1.0,0.14,-1.0,0.57,Cs,False
113708,2,125.95,146.54,452.11,1.0,146.54,1.0,125.95,1.0,452.11,C1,True
104219,2,-16.33,-18.71,-43.81,-1.0,18.71,-1.0,16.33,-1.0,43.81,C1,True
006922,1,-449.95,-541.22,-3431.01,-1.0,541.22,-1.0,449.95,-1.0,3431.01,C1,True
108445,2,122.34,146.25,695.66,1.0,146.25,1.0,122.34,1.0,695.66,C1,True
079940,4,187.57,219.37,702.6,1.0,219.37,1.0,187.57,1.0,702.6,C1,True
005928,0,-108.8,-129.16,-702.92,-1.0,129.16,-1.0,108.8,-1.0,702.92,C1,True
093096,1,-61.88,-71.22,-173.84,-1.0,71.22,-1.0,61.88,-1.0,173.84,C1,True
068152,2,7.05,9.17,146.87,1.0,9.17,1.0,7.05,1.0,146.87,C1,True
121227,2,34.04,39.76,130.86,1.0,39.76,1.0,34.04,1.0,130.86,C1,True
125313,0,-16.31,-19.72,-103.71,-1.0,19.72,-1.0,16.31,-1.0,103.71,C1,True
110450,6,30.71,35.77,111.79,1.0,35.77,1.0,30.71,1.0,111.79,C1,True
071965,4,-46.58,-55.42,-235.36,-1.0,55.42,-1.0,46.58,-1.0,235.36,C1,True
118197,0,228.15,268.29,1066.15,1.0,268.29,1.0,228.15,1.0,1066.15,C1,True
039493,2,74.69,87.76,306.94,1.0,87.76,1.0,74.69,1.0,306.94,C1,True
062494,0,-0.02,-0.03,-0.26,-1.0,0.03,-1.0,0.02,-1.0,0.26,Cs,False
062769,3,21.36,25.18,92.97,1.0,25.18,1.0,21.36,1.0,92.97,C1,True
023828,0,-49.01,-57.36,-194.49,-1.0,57.36,-1.0,49.01,-1.0,194.49,C1,True
015924,2,62.02,73.18,273.68,1.0,73.18,1.0,62.02,1.0,273.68,C1,True
035006,3,-161.03,-186.97,-543.95,-1.0,186.97,-1.0,161.03,-1.0,543.95,C1,True
129764,0,-41.45,-48.89,-193.03,-1.0,48.89,-1.0,41.45,-1.0,193.03,C1,True
124291,0,0.25,0.29,-0.23,1.0,0.29,1.0,0.25,-1.0,0.23,C1,True
071603,4,57.16,66.5,205.17,1.0,66.5,1.0,57.16,1.0,205.17,C1,True
018554,2,-33.11,-37.96,-89.96,-1.0,37.96,-1.0,33.11,-1.0,89.96,C1,True
089124,2,141.62,172.64,1289.81,1.0,172.64,1.0,141.62,1.0,1289.81,C1,True
046985,2,24.54,29.32,130.18,1.0,29.32,1.0,24.54,1.0,130.18,C1,True
044200,3,81.72,95.71,328.32,1.0,95.71,1.0,81.72,1.0,328.32,C1,True
079666,5,-328.71,-391.87,-1735.85,-1.0,391.87,-1.0,328.71,-1.0,1735.85,C1,True
107709,4,-78.51,-91.53,-290.71,-1.0,91.53,-1.0,78.51,-1.0,290.71,C1,True
091721,3,-120.21,-145.25,-1044.18,-1.0,145.25,-1.0,120.21,-1.0,1044.18,C1,True
054510,2,-74.46,-86.26,-237.57,-1.0,86.26,-1.0,74.46,-1.0,237.57,C1,True
029161,0,140.81,172.84,1494.68,1.0,172.84,1.0,140.81,1.0,1494.68,C1,True
118962,2,23.3,27.3,92.69,1.0,27.3,1.0,23.3,1.0,92.69,C1,True
079925,3,-17.17,-20.74,-103.75,-1.0,20.74,-1.0,17.17,-1.0,103.75,C1,True
081769,4,-11.33,-13.13,-38.34,-1.0,13.13,-1.0,11.33,-1.0,38.34,C1,True
046233,2,-141.23,-168.02,-873.07,-1.0,168.02,-1.0,141.23,-1.0,873.07,C1,True
025334,0,0.59,0.78,43.92,1.0,0.78,1.0,0.59,1.0,43.92,Cs,False
069371,4,-87.34,-101.54,-310.93,-1.0,101.54,-1.0,87.34,-1.0,310.93,C1,True
112504,2,268.6,321.69,1776.0,1.0,321.69,1.0,268.6,1.0,1776.0,C1,True
043893,2,-105.45,-123.54,-418.86,-1.0,123.54,-1.0,105.45,-1.0,418.86,C1,True
120513,2,17.07,19.64,51.19,1.0,19.64,1.0,17.07,1.0,51.19,C1,True
033848,4,-156.82,-184.67,-683.13,-1.0,184.67,-1.0,156.82,-1.0,683.13,C1,True
055394,1,51.63,60.02,189.89,1.0,60.02,1.0,51.63,1.0,189.89,C1,True
074419,2,145.66,185.71,3851.52,1.0,185.71,1.0,145.66,1.0,3851.52,C1,True
085705,3,107.24,125.42,417.5,1.0,125.42,1.0,107.24,1.0,417.5,C1,True
085332,1,-35.08,-43.31,-651.23,-1.0,43.31,-1.0,35.08,-1.0,651.23,C1,True
119624,2,39.98,46.39,137.32,1.0,46.39,1.0,39.98,1.0,137.32,C1,True
047290,0,-145.79,-171.36,-749.08,-1.0,171.36,-1.0,145.79,-1.0,749.08,C1,True
010596,1,190.49,226.14,1017.07,1.0,226.14,1.0,190.49,1.0,1017.07,C1,True
021622,0,0.26,0.32,6.01,1.0,0.32,1.0,0.26,1.0,6.01,Cs,False
110806,4,312.43,366.28,1276.36,1.0,366.28,1.0,312.43,1.0,1276.36,C1,True
015372,2,101.96,125.72,1079.83,1.0,125.72,1.0,101.96,1.0,1079.83,C1,True
033498,2,81.44,95.29,322.19,1.0,95.29,1.0,81.44,1.0,322.19,C1,True
120663,1,26.16,30.42,92.84,1.0,30.42,1.0,26.16,1.0,92.84,C1,True
038121,3,-110.94,-130.49,-457.85,-1.0,130.49,-1.0,110.94,-1.0,457.85,C1,True
064566,3,-0.13,-0.16,-2.1,-1.0,0.16,-1.0,0.13,-1.0,2.1,Cs,False
119868,0,-76.74,-89.32,-274.34,-1.0,89.32,-1.0,76.74,-1.0,274.34,C1,True
086870,2,7.08,11.29,476.32,1.0,11.29,1.0,7.08,1.0,476.32,C1,True
083876,4,-128.19,-148.86,-446.85,-1.0,148.86,-1.0,128.19,-1.0,446.85,C1,True
111378,4,-309.08,-360.57,-1159.21,-1.0,360.57,-1.0,309.08,-1.0,1159.21,C1,True
049119,0,0.24,0.51,-3.83,1.0,0.51,1.0,0.24,-1.0,3.83,Cs,False
006698,0,-72.54,-84.2,-215.24,-1.0,84.2,-1.0,72.54,-1.0,215.24,C1,True
116900,1,31.41,37.34,153.93,1.0,37.34,1.0,31.41,1.0,153.93,C1,True
117844,1,15.93,18.43,52.61,1.0,18.43,1.0,15.93,1.0,52.61,C1,True
112862,2,53.61,62.56,204.35,1.0,62.56,1.0,53.61,1.0,204.35,C1,True
065339,2,-146.78,-171.7,-574.1,-1.0,171.7,-1.0,146.78,-1.0,574.1,C1,True
104880,0,11.36,13.2,40.21,1.0,13.2,1.0,11.36,1.0,40.21,C1,True
132554,0,-0.07,-0.08,-0.39,-1.0,0.08,-1.0,0.07,-1.0,0.39,Cs,False
042723,3,0.2,0.24,1.06,1.0,0.24,1.0,0.2,1.0,1.06,Cs,False
129499,0,-72.65,-86.17,-359.11,-1.0,86.17,-1.0,72.65,-1.0,359.11,C1,True
020958,0,-0.03,-0.03,-0.13,-1.0,0.03,-1.0,0.03,-1.0,0.13,Cs,False
000095,0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
082460,5,-0.53,-0.72,-5.62,-1.0,0.72,-1.0,0.53,-1.0,5.62,C1,True
068186,2,0.05,0.06,0.19,1.0,0.06,1.0,0.05,1.0,0.19,Cs,False
005853,1,1.17,1.34,3.22,1.0,1.34,1.0,1.17,1.0,3.22,C1,True
099357,0,0.32,0.38,1.44,1.0,0.38,1.0,0.32,1.0,1.44,Cs,False
009842,2,-24.81,-29.18,-105.63,-1.0,29.18,-1.0,24.81,-1.0,105.63,C1,True
051617,0,81.19,99.53,823.46,1.0,99.53,1.0,81.19,1.0,823.46,C1,True
008251,1,122.49,141.97,404.46,1.0,141.97,1.0,122.49,1.0,404.46,C1,True
085591,0,205.01,243.06,1098.86,1.0,243.06,1.0,205.01,1.0,1098.86,C1,True
057724,1,69.38,81.2,269.87,1.0,81.2,1.0,69.38,1.0,269.87,C1,True
048574,2,32.68,41.5,570.61,1.0,41.5,1.0,32.68,1.0,570.61,C1,True
128622,0,0.07,0.08,0.19,1.0,0.08,1.0,0.07,1.0,0.19,Cs,False
108917,2,-5.15,-7.15,-78.18,-1.0,7.15,-1.0,5.15,-1.0,78.18,C1,True
066133,3,-41.58,-48.94,-213.12,-1.0,48.94,-1.0,41.58,-1.0,213.12,C1,True
089140,3,-27.75,-30.93,-25.28,-1.0,30.93,-1.0,27.75,-1.0,25.28,C1,True
046359,1,103.0,121.19,463.09,1.0,121.19,1.0,103.0,1.0,463.09,C1,True
091165,4,-39.28,-46.31,-173.47,-1.0,46.31,-1.0,39.28,-1.0,173.47,C1,True
129818,0,8.98,10.69,46.39,1.0,10.69,1.0,8.98,1.0,46.39,C1,True
019102,6,0.04,0.04,0.22,1.0,0.04,1.0,0.04,1.0,0.22,Cs,False
083581,3,0.01,0.01,0.03,1.0,0.01,1.0,0.01,1.0,0.03,Cs,False
024825,0,0.11,0.14,0.6,1.0,0.14,1.0,0.11,1.0,0.6,Cs,False
084976,1,-61.04,-72.37,-296.19,-1.0,72.37,-1.0,61.04,-1.0,296.19,C1,True
122086,1,-34.88,-40.68,-129.15,-1.0,40.68,-1.0,34.88,-1.0,129.15,C1,True
025809,0,23.57,27.9,111.12,1.0,27.9,1.0,23.57,1.0,111.12,C1,True
035491,5,-210.92,-246.87,-829.59,-1.0,246.87,-1.0,210.92,-1.0,829.59,C1,True
070732,2,113.84,133.35,453.04,1.0,133.35,1.0,113.84,1.0,453.04,C1,True
096414,2,-115.55,-134.71,-431.27,-1.0,134.71,-1.0,115.55,-1.0,431.27,C1,True
055556,1,-43.75,-51.09,-172.07,-1.0,51.09,-1.0,43.75,-1.0,172.07,C1,True
016461,4,0.01,0.01,0.05,1.0,0.01,1.0,0.01,1.0,0.05,Cs,False
038238,3,-64.42,-74.46,-191.93,-1.0,74.46,-1.0,64.42,-1.0,191.93,C1,True
081432,5,5.83,7.01,31.48,1.0,7.01,1.0,5.83,1.0,31.48,C1,True
026284,0,0.75,0.9,4.2,1.0,0.9,1.0,0.75,1.0,4.2,Cs,False
035116,3,15.12,18.66,108.87,1.0,18.66,1.0,15.12,1.0,108.87,C1,True
090976,4,120.92,141.06,452.67,1.0,141.06,1.0,120.92,1.0,452.67,C1,True
009740,1,-56.09,-67.3,-413.58,-1.0,67.3,-1.0,56.09,-1.0,413.58,C1,True
072150,4,-7.78,-9.01,-25.84,-1.0,9.01,-1.0,7.78,-1.0,25.84,C1,True
092526,2,4.25,6.47,115.55,1.0,6.47,1.0,4.25,1.0,115.55,C1,True
097336,0,81.87,96.73,393.98,1.0,96.73,1.0,81.87,1.0,393.98,C1,True
074775,2,91.9,111.8,640.11,1.0,111.8,1.0,91.9,1.0,640.11,C1,True
012254,2,-17.04,-19.45,-21.06,-1.0,19.45,-1.0,17.04,-1.0,21.06,C1,True
070256,3,-13.4,-15.58,-47.76,-1.0,15.58,-1.0,13.4,-1.0,47.76,C1,True
036171,4,-20.43,-23.66,-67.75,-1.0,23.66,-1.0,20.43,-1.0,67.75,C1,True
001903,2,259.39,315.54,2257.22,1.0,315.54,1.0,259.39,1.0,2257.22,C1,True
053669,2,142.02,166.23,563.26,1.0,166.23,1.0,142.02,1.0,563.26,C1,True
105453,0,-55.98,-65.32,-210.32,-1.0,65.32,-1.0,55.98,-1.0,210.32,C1,True
059690,3,-51.37,-59.85,-188.48,-1.0,59.85,-1.0,51.37,-1.0,188.48,C1,True
064746,1,50.99,59.31,183.42,1.0,59.31,1.0,50.99,1.0,183.42,C1,True
012248,2,-15.05,-18.84,-130.04,-1.0,18.84,-1.0,15.05,-1.0,130.04,C1,True
038330,3,0.06,0.07,0.27,1.0,0.07,1.0,0.06,1.0,0.27,Cs,False
006329,0,-0.47,-0.55,-1.37,-1.0,0.55,-1.0,0.47,-1.0,1.37,C1,True
093589,1,183.07,215.82,797.84,1.0,215.82,1.0,183.07,1.0,797.84,C1,True
133199,0,-0.08,-0.1,-0.49,-1.0,0.1,-1.0,0.08,-1.0,0.49,Cs,False
078028,4,3.0,3.75,22.84,1.0,3.75,1.0,3.0,1.0,22.84,C1,True
114241,3,93.12,108.02,317.42,1.0,108.02,1.0,93.12,1.0,317.42,C1,True
094005,3,-146.61,-173.78,-914.06,-1.0,173.78,-1.0,146.61,-1.0,914.06,C1,True
013116,1,-176.75,-206.06,-657.69,-1.0,206.06,-1.0,176.75,-1.0,657.69,C1,True
078991,6,-0.16,-0.18,-0.59,-1.0,0.18,-1.0,0.16,-1.0,0.59,Cs,False
048417,1,-98.31,-117.56,-631.48,-1.0,117.56,-1.0,98.31,-1.0,631.48,C1,True
019912,5,190.65,221.77,682.02,1.0,221.77,1.0,190.65,1.0,682.02,C1,True
022275,0,132.05,155.12,596.36,1.0,155.12,1.0,132.05,1.0,596.36,C1,True
105419,0,165.96,194.05,644.88,1.0,194.05,1.0,165.96,1.0,644.88,C1,True
112123,2,228.45,268.62,965.9,1.0,268.62,1.0,228.45,1.0,965.9,C1,True
125983,1,-42.58,-49.31,-140.05,-1.0,49.31,-1.0,42.58,-1.0,140.05,C1,True
042858,3,107.69,125.31,387.21,1.0,125.31,1.0,107.69,1.0,387.21,C1,True
021051,0,3.38,3.47,-8.87,1.0,3.47,1.0,3.38,-1.0,8.87,C1,True
032739,0,-66.67,-78.26,-285.35,-1.0,78.26,-1.0,66.67,-1.0,285.35,C1,True
114786,5,-115.35,-134.5,-427.67,-1.0,134.5,-1.0,115.35,-1.0,427.67,C1,True
060658,1,33.22,38.12,88.95,1.0,38.12,1.0,33.22,1.0,88.95,C1,True
013667,2,4.39,5.26,22.58,1.0,5.26,1.0,4.39,1.0,22.58,C1,True
131179,0,-226.16,-275.9,-2699.58,-1.0,275.9,-1.0,226.16,-1.0,2699.58,C1,True
099215,0,-43.69,-53.15,-341.96,-1.0,53.15,-1.0,43.69,-1.0,341.96,C1,True
115720,3,86.11,100.45,320.98,1.0,100.45,1.0,86.11,1.0,320.98,C1,True
053685,0,-12.1,-14.22,-50.86,-1.0,14.22,-1.0,12.1,-1.0,50.86,C1,True
069564,2,136.62,165.58,982.18,1.0,165.58,1.0,136.62,1.0,982.18,C1,True
013436,3,185.36,216.73,728.21,1.0,216.73,1.0,185.36,1.0,728.21,C1,True
090646,3,-58.13,-68.23,-239.6,-1.0,68.23,-1.0,58.13,-1.0,239.6,C1,True
107911,4,-14.82,-17.98,-90.89,-1.0,17.98,-1.0,14.82,-1.0,90.89,C1,True
009443,1,17.93,21.41,93.11,1.0,21.41,1.0,17.93,1.0,93.11,C1,True
031596,0,-118.38,-139.74,-547.95,-1.0,139.74,-1.0,118.38,-1.0,547.95,C1,True
032163,0,-14.01,-16.94,-101.62,-1.0,16.94,-1.0,14.01,-1.0,101.62,C1,True
118277,1,-13.94,-16.17,-46.73,-1.0,16.17,-1.0,13.94,-1.0,46.73,C1,True
070683,2,103.0,123.74,736.32,1.0,123.74,1.0,103.0,1.0,736.32,C1,True
016013,1,280.93,332.8,1334.84,1.0,332.8,1.0,280.93,1.0,1334.84,C1,True
099172,0,-89.77,-103.88,-294.53,-1.0,103.88,-1.0,89.77,-1.0,294.53,C1,True
016784,2,-108.96,-130.06,-595.12,-1.0,130.06,-1.0,108.96,-1.0,595.12,C1,True
116106,1,-30.51,-33.0,43.29,-1.0,33.0,-1.0,30.51,1.0,43.29,C1,True
074416,2,56.12,64.0,128.03,1.0,64.0,1.0,56.12,1.0,128.03,C1,True
037687,6,-91.67,-107.14,-352.94,-1.0,107.14,-1.0,91.67,-1.0,352.94,C1,True
121823,0,0.03,0.05,1.29,1.0,0.05,1.0,0.03,1.0,1.29,Cs,False
050437,0,0.16,0.19,0.73,1.0,0.19,1.0,0.16,1.0,0.73,Cs,False
068587,3,30.49,35.49,110.61,1.0,35.49,1.0,30.49,1.0,110.61,C1,True
084585,3,1.35,-0.67,-116.8,-1.0,0.67,1.0,1.35,-1.0,116.8,C1,True
102070,2,64.13,78.68,660.81,1.0,78.68,1.0,64.13,1.0,660.81,C1,True
033948,4,-82.06,-96.21,-332.99,-1.0,96.21,-1.0,82.06,-1.0,332.99,C1,True
040269,1,6.53,8.24,59.11,1.0,8.24,1.0,6.53,1.0,59.11,C1,True
129791,0,-15.88,-19.01,-104.0,-1.0,19.01,-1.0,15.88,-1.0,104.0,C1,True
064285,2,8.64,9.78,17.07,1.0,9.78,1.0,8.64,1.0,17.07,C1,True
088399,3,109.17,133.18,976.69,1.0,133.18,1.0,109.17,1.0,976.69,C1,True
021212,0,101.09,119.96,507.24,1.0,119.96,1.0,101.09,1.0,507.24,C1,True
051389,3,506.93,607.35,3591.25,1.0,607.35,1.0,506.93,1.0,3591.25,C1,True
121117,2,-217.7,-253.19,-776.8,-1.0,253.19,-1.0,217.7,-1.0,776.8,C1,True
024655,1,24.34,29.45,151.29,1.0,29.45,1.0,24.34,1.0,151.29,C1,True
132595,0,7.67,9.33,55.49,1.0,9.33,1.0,7.67,1.0,55.49,C1,True
034390,2,50.52,59.43,215.99,1.0,59.43,1.0,50.52,1.0,215.99,C1,True
087719,4,7.6,8.43,7.08,1.0,8.43,1.0,7.6,1.0,7.08,C1,True
106813,2,-5.5,-6.29,-14.65,-1.0,6.29,-1.0,5.5,-1.0,14.65,C1,True
018423,3,-231.07,-271.17,-965.26,-1.0,271.17,-1.0,231.07,-1.0,965.26,C1,True
122878,0,-39.53,-45.98,-141.79,-1.0,45.98,-1.0,39.53,-1.0,141.79,C1,True
050971,1,-309.65,-366.59,-1741.4,-1.0,366.59,-1.0,309.65,-1.0,1741.4,C1,True
060017,1,-9.41,-10.52,-12.48,-1.0,10.52,-1.0,9.41,-1.0,12.48,C1,True
018377,2,-0.0,-0.0,-0.01,0.0,0.0,0.0,0.0,-1.0,0.01,Cs,False
092828,2,-91.25,-109.24,-507.88,-1.0,109.24,-1.0,91.25,-1.0,507.88,C1,True
046487,0,205.64,243.43,451.53,1.0,243.43,1.0,205.64,1.0,451.53,C1,True
099954,0,26.32,32.59,390.92,1.0,32.59,1.0,26.32,1.0,390.92,C1,True
123390,0,0.1,0.12,0.52,1.0,0.12,1.0,0.1,1.0,0.52,Cs,False
029646,1,-17.32,-22.03,-185.7,-1.0,22.03,-1.0,17.32,-1.0,185.7,C1,True
067111,5,15.04,17.56,57.04,1.0,17.56,1.0,15.04,1.0,57.04,C1,True
050716,1,106.34,124.61,342.78,1.0,124.61,1.0,106.34,1.0,342.78,C1,True
124789,1,-14.03,-17.25,-104.04,-1.0,17.25,-1.0,14.03,-1.0,104.04,C1,True
079700,6,-0.05,-0.06,-0.18,-1.0,0.06,-1.0,0.05,-1.0,0.18,Cs,False
014555,3,-132.26,-154.62,-512.3,-1.0,154.62,-1.0,132.26,-1.0,512.3,C1,True
119633,2,86.19,100.67,328.6,1.0,100.67,1.0,86.19,1.0,328.6,C1,True
108275,2,-96.54,-113.34,-400.28,-1.0,113.34,-1.0,96.54,-1.0,400.28,C1,True
035393,5,10.64,12.08,22.71,1.0,12.08,1.0,10.64,1.0,22.71,C1,True
083323,3,47.88,54.61,31.38,1.0,54.61,1.0,47.88,1.0,31.38,C1,True
040928,2,64.96,75.72,239.7,1.0,75.72,1.0,64.96,1.0,239.7,C1,True
104881,0,12.89,15.66,76.04,1.0,15.66,1.0,12.89,1.0,76.04,C1,True
112111,1,-20.61,-23.1,-23.67,-1.0,23.1,-1.0,20.61,-1.0,23.67,C1,True
087952,2,-83.03,-98.91,-430.63,-1.0,98.91,-1.0,83.03,-1.0,430.63,C1,True
090689,3,-33.24,-40.07,-201.75,-1.0,40.07,-1.0,33.24,-1.0,201.75,C1,True
109552,2,56.02,66.17,253.24,1.0,66.17,1.0,56.02,1.0,253.24,C1,True
037522,6,-10.06,-11.88,-43.83,-1.0,11.88,-1.0,10.06,-1.0,43.83,C1,True
