xyz,smiles_gdb9,smiles,A_GHz,B_GHz,C_GHz,mu_Debye,alpha_Bohr3,homo_Hartree,lumo_Hartree,gap_Hartree,r2_Bohr2,zpve_Hartree,U0_Hartree,U_Hartree,H_Hartree,G_Hartree,Cv_cal/mol/K
dsC7O2H10nsd/dsC7O2H10nsd_5051.xyz,CC12OC1(CO)CC=C2,C[C@@]12O[C@]1(CO)CC=C2,2.5431128,1.5364169,1.1179091,1.9071,75.79,-0.2432,0.00246,0.24566,1128.5653,0.155829,-422.556487,-422.547627,-422.546683,-422.58994,33.502
dsC7O2H10nsd/dsC7O2H10nsd_5052.xyz,COC12CC1(O)C=CC2,CO[C@@]12C[C@]1(O)C=CC2,2.2883918,1.7220976,1.3544392,1.1101,76.01,-0.21804,0.01667,0.23471,1039.2073,0.155565,-422.536373,-422.527513,-422.526569,-422.569347,33.737
dsC7O2H10nsd/dsC7O2H10nsd_5053.xyz,OCC12CC1(O)C=CC2,OC[C@@]12C[C@]1(O)C=CC2,2.2788328,1.6954182,1.3885843,2.2678,75.85,-0.22411,0.02222,0.24633,1027.5484,0.156899,-422.556602,-422.548061,-422.547117,-422.589295,33.315
dsC7O2H10nsd/dsC7O2H10nsd_5054.xyz,CC12CC1(CO)C(=O)C2,C[C@@]12C[C@]1(CO)C(=O)C2,2.3411944,1.4814846,1.0900264,3.6806,77.01,-0.24489,-0.01396,0.23093,1165.6212,0.15573,-422.553035,-422.543839,-422.542895,-422.587185,33.903
dsC7O2H10nsd/dsC7O2H10nsd_5055.xyz,CCC12CC1(C)OC2=O,CC[C@]12C[C@@]1(C)OC2=O,2.2470005,1.5205885,1.0948318,4.3316,75.99,-0.26413,0.00777,0.2719,1182.121,0.155209,-422.568542,-422.559255,-422.558311,-422.602756,33.839
dsC7O2H10nsd/dsC7O2H10nsd_5056.xyz,CCC12CC1(O)CC2=O,CC[C@@]12C[C@]1(O)CC2=O,2.2075902,1.507445,1.0649701,3.8348,77.31,-0.23363,-0.00584,0.22779,1186.6053,0.154638,-422.551014,-422.541407,-422.540463,-422.585869,34.693
dsC7O2H10nsd/dsC7O2H10nsd_5057.xyz,CCC12OC1(C)CC2=O,CC[C@@]12O[C@]1(C)CC2=O,2.1390166,1.6028951,1.0721272,3.0256,76.86,-0.23627,-0.02151,0.21476,1188.5722,0.153973,-422.548629,-422.539094,-422.53815,-422.583204,34.528
dsC7O2H10nsd/dsC7O2H10nsd_5058.xyz,COC12CC1(C)CC2=O,CO[C@@]12C[C@]1(C)CC2=O,2.127869,1.6504727,1.1256856,2.9705,77.75,-0.22979,-0.00825,0.22154,1153.4835,0.154597,-422.536224,-422.52682,-422.525876,-422.570452,34.145
dsC7O2H10nsd/dsC7O2H10nsd_5059.xyz,CC12CC=CC1(CO)O2,C[C@]12CC=C[C@@]1(CO)O2,2.5448218,1.5317917,1.1161993,2.1984,75.98,-0.245,0.00276,0.24776,1132.5608,0.155776,-422.556572,-422.547699,-422.546755,-422.590001,33.533
dsC7O2H10nsd/dsC7O2H10nsd_5060.xyz,COC12CC1(O)CC=C2,CO[C@@]12C[C@]1(O)CC=C2,2.5875905,1.5843635,1.196638,2.0254,76.58,-0.23062,0.01426,0.24488,1093.5585,0.155642,-422.537499,-422.528664,-422.52772,-422.570613,33.586
dsC7O2H10nsd/dsC7O2H10nsd_5061.xyz,OCC12CC1(O)CC=C2,OC[C@@]12C[C@]1(O)CC=C2,2.7151915,1.5592483,1.21248,2.3941,75.97,-0.22269,0.01558,0.23827,1068.2649,0.157021,-422.553629,-422.545233,-422.544288,-422.586032,33.174
dsC7O2H10nsd/dsC7O2H10nsd_5062.xyz,CCC12CC1(CO2)C=O,CC[C@]12C[C@]1(CO2)C=O,2.3994433,1.38753,1.0490199,1.5451,78.4,-0.24403,-0.02924,0.21479,1203.8929,0.154948,-422.531141,-422.521961,-422.521016,-422.565484,33.214
dsC7O2H10nsd/dsC7O2H10nsd_5063.xyz,CCC12CC1(OC2)C=O,CC[C@@]12C[C@@]1(OC2)C=O,2.2976357,1.4171962,1.0461361,2.7934,77.81,-0.24364,-0.03442,0.20922,1206.4371,0.154953,-422.526937,-422.517787,-422.516843,-422.561168,33.189
dsC7O2H10nsd/dsC7O2H10nsd_5064.xyz,CCC12CCC1(O2)C=O,CC[C@@]12CC[C@@]1(O2)C=O,2.8933834,1.1746922,0.9811548,3.0317,78.39,-0.2551,-0.03762,0.21748,1269.7886,0.154651,-422.537895,-422.528665,-422.527721,-422.572187,33.451
dsC7O2H10nsd/dsC7O2H10nsd_5065.xyz,COC12CC1(CC2)C=O,CO[C@]12C[C@]1(CC2)C=O,2.7918343,1.2255335,1.0357179,4.1704,78.88,-0.24066,-0.01729,0.22337,1225.298,0.15509,-422.52628,-422.517089,-422.516144,-422.560592,33.144
dsC7O2H10nsd/dsC7O2H10nsd_5066.xyz,OCC12CC1(CC2)C=O,OC[C@@]12C[C@@]1(CC2)C=O,2.1924246,1.4628657,1.0440661,2.593,77.75,-0.24844,-0.03002,0.21842,1187.288,0.155993,-422.541379,-422.532281,-422.531337,-422.575413,33.278
dsC7O2H10nsd/dsC7O2H10nsd_5067.xyz,CC1C(=O)C2CC12CO,C[C@@H]1C(=O)[C@@H]2C[C@]12CO,2.7274927,1.2471861,1.0390585,3.0205,76.31,-0.23859,-0.01255,0.22604,1204.017,0.155657,-422.549621,-422.540373,-422.539428,-422.583705,33.95
dsC7O2H10nsd/dsC7O2H10nsd_5068.xyz,CCC12CC1C(=O)C2O,CC[C@@]12C[C@@H]1C(=O)[C@@H]2O,2.8080844,1.2414147,1.0494108,4.5174,76.87,-0.23583,-0.013,0.22283,1212.2043,0.15527,-422.549362,-422.540038,-422.539094,-422.583594,34.146
dsC7O2H10nsd/dsC7O2H10nsd_5069.xyz,CCC12OC1C(=O)C2C,CC[C@]12O[C@H]1C(=O)[C@H]2C,2.9174822,1.2572913,1.0417819,3.2625,76.08,-0.23761,-0.02575,0.21186,1212.1089,0.154502,-422.540669,-422.53131,-422.530366,-422.574962,33.967
dsC7O2H10nsd/dsC7O2H10nsd_5070.xyz,COC12CC1C(=O)C2C,CO[C@@]12C[C@@H]1C(=O)[C@H]2C,2.8779997,1.3715077,1.0482039,3.7185,76.73,-0.23702,-0.00897,0.22805,1173.1849,0.154815,-422.533188,-422.523839,-422.522895,-422.567401,33.83
dsC7O2H10nsd/dsC7O2H10nsd_5071.xyz,CCC12CC1C(=O)CO2,CC[C@@]12C[C@@H]1C(=O)CO2,2.8334859,1.2484298,1.1891756,2.5122,75.84,-0.23586,-0.01961,0.21625,1157.4225,0.156071,-422.566725,-422.558043,-422.557099,-422.600215,32.469
dsC7O2H10nsd/dsC7O2H10nsd_5072.xyz,CCC12CC1C(=O)OC2,CC[C@@]12C[C@@H]1C(=O)OC2,3.9506759,1.0985365,0.9866231,4.8179,75.37,-0.25895,0.01237,0.27132,1245.4705,0.157617,-422.595833,-422.58737,-422.586426,-422.629041,31.633
dsC7O2H10nsd/dsC7O2H10nsd_5073.xyz,CCC12CCC(=O)C1O2,CC[C@@]12CCC(=O)[C@@H]1O2,3.9057922,1.1026872,0.9860787,3.2964,75.63,-0.23841,-0.02667,0.21174,1249.6921,0.156363,-422.577006,-422.568324,-422.567379,-422.610572,32.332
dsC7O2H10nsd/dsC7O2H10nsd_5074.xyz,COC12CC1C(=O)CC2,CO[C@@]12C[C@@H]1C(=O)CC2,2.8787388,1.2205405,1.1959452,2.5403,75.93,-0.23347,-0.00905,0.22442,1150.367,0.156726,-422.564637,-422.556071,-422.555127,-422.59794,32.184
dsC7O2H10nsd/dsC7O2H10nsd_5075.xyz,OCC12CC1C(=O)CC2,OC[C@@]12C[C@@H]1C(=O)CC2,2.7822959,1.1825424,1.1652381,2.4861,75.53,-0.23803,-0.01201,0.22602,1168.9931,0.157524,-422.581487,-422.573018,-422.572074,-422.614612,32.265
dsC7O2H10nsd/dsC7O2H10nsd_5076.xyz,CC1=CCC2(CO)OC12,CC1=CC[C@@]2(CO)O[C@@H]12,3.2325631,1.1151108,1.0439293,1.6063,76.82,-0.23514,0.00878,0.24392,1248.072,0.15573,-422.551208,-422.542119,-422.541175,-422.585135,33.54
dsC7O2H10nsd/dsC7O2H10nsd_5077.xyz,CC1C2CC2(CO)C1=O,C[C@H]1[C@@H]2C[C@]2(CO)C1=O,2.6984883,1.3413029,1.0596546,3.3817,76.43,-0.24298,-0.0154,0.22758,1190.001,0.156025,-422.5504,-422.541214,-422.54027,-422.58464,33.578
dsC7O2H10nsd/dsC7O2H10nsd_5078.xyz,CCC12CC1C(O)C2=O,CC[C@@]12C[C@@H]1[C@@H](O)C2=O,2.889672,1.2834721,1.0195314,2.799,76.54,-0.24378,-0.01245,0.23133,1216.5352,0.155452,-422.55056,-422.541233,-422.540288,-422.585051,33.991
dsC7O2H10nsd/dsC7O2H10nsd_5079.xyz,CCC12OC1C(C)C2=O,CC[C@@]12O[C@@H]1[C@H](C)C2=O,2.956616,1.277927,1.0334707,2.6083,76.29,-0.23601,-0.02434,0.21167,1228.7179,0.15455,-422.541294,-422.531865,-422.53092,-422.575743,33.955
dsC7O2H10nsd/dsC7O2H10nsd_5080.xyz,COC12CC1C(C)C2=O,CO[C@@]12C[C@@H]1[C@@H](C)C2=O,2.8140592,1.3368311,1.0756287,2.6388,77.12,-0.22867,-0.01038,0.21829,1193.664,0.154943,-422.532762,-422.523402,-422.522458,-422.567041,33.799
dsC7O2H10nsd/dsC7O2H10nsd_5081.xyz,CC1C=CC2(CO)OC12,C[C@H]1C=C[C@]2(CO)O[C@H]12,2.7197253,1.2324187,1.1676044,2.2306,75.91,-0.24684,0.00089,0.24773,1178.1698,0.156154,-422.548834,-422.540019,-422.539075,-422.58236,33.108
dsC7O2H10nsd/dsC7O2H10nsd_5082.xyz,CCC12OC1C(O)C=C2,CC[C@@]12O[C@@H]1[C@@H](O)C=C2,2.6855434,1.2462725,1.1749971,2.4819,75.63,-0.2453,-0.01114,0.23416,1174.4035,0.15603,-422.551697,-422.542893,-422.541949,-422.585184,33.209
dsC7O2H10nsd/dsC7O2H10nsd_5083.xyz,COC12CC1C(O)C=C2,CO[C@@]12C[C@@H]1[C@@H](O)C=C2,3.5161362,1.1369,1.0750415,2.1972,77.05,-0.24071,0.00377,0.24448,1206.3208,0.156246,-422.538701,-422.529969,-422.529025,-422.57194,33.099
dsC7O2H10nsd/dsC7O2H10nsd_5084.xyz,OCC12CC1C(O)C=C2,OC[C@@]12C[C@@H]1[C@@H](O)C=C2,3.4161834,1.0960607,1.0388146,2.1649,76.96,-0.23999,0.00845,0.24844,1222.5047,0.157025,-422.555366,-422.546638,-422.545694,-422.588639,33.244
dsC7O2H10nsd/dsC7O2H10nsd_5085.xyz,CCC12CC(C=O)C1O2,CC[C@]12C[C@H](C=O)[C@H]1O2,3.3793968,1.0413405,0.9195,0.8022,76.4,-0.25304,-0.03121,0.22183,1326.3161,0.154701,-422.532339,-422.523181,-422.522237,-422.567006,32.973
dsC7O2H10nsd/dsC7O2H10nsd_5086.xyz,CCC12CC1C(O2)C=O,CC[C@]12C[C@H]1[C@@H](O2)C=O,3.5579236,1.0018941,0.8956079,3.0814,76.82,-0.24144,-0.03384,0.2076,1351.2796,0.154543,-422.525177,-422.515976,-422.515032,-422.559905,33.16
dsC7O2H10nsd/dsC7O2H10nsd_5087.xyz,COC12CC1C(C2)C=O,CO[C@]12C[C@H]1[C@@H](C2)C=O,4.1623881,0.9166014,0.8492153,3.4722,77.54,-0.24394,-0.02189,0.22205,1392.3353,0.154975,-422.519339,-422.510205,-422.509261,-422.55386,32.914
dsC7O2H10nsd/dsC7O2H10nsd_5088.xyz,OCC12CC1C(C2)C=O,OC[C@]12C[C@H]1[C@@H](C2)C=O,3.7486522,0.8972561,0.8655356,3.5265,76.88,-0.24654,-0.02147,0.22507,1385.808,0.155758,-422.533184,-422.524103,-422.523158,-422.567664,33.07
dsC7O2H10nsd/dsC7O2H10nsd_5089.xyz,CC12CC1C1(CO)OC21,C[C@@]12C[C@@H]1[C@]1(CO)O[C@H]21,3.6040691,1.1138719,1.0866786,1.8711,75.26,-0.22803,0.05754,0.28557,1211.5575,0.155134,-422.482497,-422.473676,-422.472732,-422.515933,33.483
dsC7O2H10nsd/dsC7O2H10nsd_5090.xyz,CC12OC1C1(CO)CC21,C[C@]12O[C@H]1[C@@]1(CO)C[C@@H]21,3.4888377,1.1141879,1.0730792,1.855,75.44,-0.22929,0.06256,0.29185,1216.8193,0.155119,-422.484316,-422.4755,-422.474556,-422.517629,33.536
dsC7O2H10nsd/dsC7O2H10nsd_5091.xyz,CCC12OC1C1(C)OC21,CC[C@@]12O[C@@H]1[C@]1(C)O[C@H]21,3.81095,1.1166982,1.0729705,3.2706,75.54,-0.24274,0.0509,0.29364,1234.5812,0.153737,-422.473116,-422.464112,-422.463168,-422.506741,33.642
dsC7O2H10nsd/dsC7O2H10nsd_5092.xyz,CCC12OC1C1(O)CC21,CC[C@]12O[C@H]1[C@@]1(O)C[C@@H]21,3.6325829,1.1204889,1.0845949,2.7112,74.88,-0.22136,0.0621,0.28346,1211.2394,0.154695,-422.480868,-422.472082,-422.471138,-422.514075,33.793
dsC7O2H10nsd/dsC7O2H10nsd_5093.xyz,COC12CC1C1(C)OC21,CO[C@@]12C[C@@H]1[C@]1(C)O[C@H]21,3.6637654,1.1535178,1.1200616,0.9244,75.81,-0.22656,0.06863,0.29519,1195.0064,0.154172,-422.466062,-422.457149,-422.456205,-422.499424,33.524
dsC7O2H10nsd/dsC7O2H10nsd_5094.xyz,COC12CC1C1(O)CC21,CO[C@]12C[C@H]1[C@@]1(O)C[C@@H]21,3.4124737,1.1682088,1.1385951,1.8115,75.7,-0.21072,0.07845,0.28917,1174.075,0.154684,-422.464357,-422.455559,-422.454614,-422.497465,33.834
dsC7O2H10nsd/dsC7O2H10nsd_5095.xyz,OCC12CC1C1(O)CC21,OC[C@]12C[C@H]1[C@@]1(O)C[C@@H]21,3.2749694,1.1217831,1.0874766,2.6064,75.33,-0.21333,0.07349,0.28682,1198.5582,0.155641,-422.481805,-422.473071,-422.472127,-422.514943,33.867
dsC7O2H10nsd/dsC7O2H10nsd_5096.xyz,CCC12CC3(CO3)C1O2,CC[C@@]12C[C@]3(CO3)[C@@H]1O2,4.484425,1.0005408,0.9480609,0.8958,76.29,-0.24974,0.07401,0.32375,1309.0638,0.154982,-422.496542,-422.487827,-422.486883,-422.530114,32.622
dsC7O2H10nsd/dsC7O2H10nsd_5097.xyz,COC12CC1C1(CO1)C2,CO[C@]12C[C@H]1[C@]1(CO1)C2,4.4006126,1.0427707,0.9756846,1.5809,76.71,-0.25059,0.0835,0.33409,1264.7735,0.155287,-422.486312,-422.477653,-422.476709,-422.519753,32.431
dsC7O2H10nsd/dsC7O2H10nsd_5098.xyz,OCC12CC1C1(CC1)O2,OC[C@]12C[C@H]1C1(CC1)O2,3.733938,1.1138829,1.0076988,2.0388,76.49,-0.23029,0.06177,0.29206,1237.1884,0.155695,-422.492331,-422.483714,-422.48277,-422.525732,32.907
dsC7O2H10nsd/dsC7O2H10nsd_5099.xyz,OCC12CC1C1(CO1)C2,OC[C@@]12C[C@@H]1[C@]1(CO1)C2,4.2003896,1.0058212,0.9626516,2.778,76.26,-0.24811,0.06478,0.31289,1276.4897,0.156039,-422.499411,-422.490815,-422.48987,-422.532734,32.62
dsC7O2H10nsd/dsC7O2H10nsd_5100.xyz,OCC12CC3(CC3)C1O2,OC[C@]12CC3(CC3)[C@H]1O2,4.3639589,0.9932704,0.9380306,3.0131,76.48,-0.25041,0.05754,0.30795,1304.6504,0.155594,-422.495951,-422.487194,-422.48625,-422.529475,32.962
dsC7O2H10nsd/dsC7O2H10nsd_5101.xyz,CC1C2C3OC3(CO)C12,C[C@H]1[C@@H]2[C@@H]3O[C@]3(CO)[C@H]12,3.2840463,1.1428966,0.9946402,1.6561,75.21,-0.23026,0.0546,0.28486,1258.0545,0.155408,-422.479723,-422.470988,-422.470044,-422.513112,33.148
dsC7O2H10nsd/dsC7O2H10nsd_5102.xyz,CCC12OC1C1C(O)C21,CC[C@@]12O[C@@H]1[C@@H]1[C@@H](O)[C@H]21,3.2149628,1.1652132,1.0027227,1.4138,74.87,-0.2218,0.06096,0.28276,1245.4488,0.154785,-422.478173,-422.469361,-422.468416,-422.511528,33.573
dsC7O2H10nsd/dsC7O2H10nsd_5103.xyz,COC12CC1C1C(O)C21,CO[C@@]12C[C@@H]1[C@@H]1[C@@H](O)[C@H]21,3.3402746,1.1477709,1.0034877,0.8441,75.24,-0.21355,0.06992,0.28347,1234.2012,0.154747,-422.458878,-422.449961,-422.449017,-422.492261,33.738
dsC7O2H10nsd/dsC7O2H10nsd_5104.xyz,OCC12CC1C1C(O)C21,OC[C@@]12C[C@@H]1[C@@H]1[C@@H](O)[C@H]21,3.2128741,1.1003031,0.9561481,1.885,74.79,-0.2162,0.05545,0.27165,1266.1983,0.155487,-422.474299,-422.465359,-422.464415,-422.507827,33.925
dsC7O2H10nsd/dsC7O2H10nsd_5105.xyz,CCC12CC3OC3C1O2,CC[C@]12C[C@@H]3O[C@@H]3[C@H]1O2,3.6519011,1.2482204,1.1227422,0.7533,73.63,-0.25959,0.07216,0.33175,1147.7928,0.156899,-422.537295,-422.52921,-422.528266,-422.569974,31.023
dsC7O2H10nsd/dsC7O2H10nsd_5106.xyz,COC12CC1C1OC1C2,CO[C@]12C[C@H]1[C@H]1O[C@H]1C2,3.8549798,1.2777114,1.1420036,1.2285,74.23,-0.24899,0.07683,0.32582,1116.1641,0.15692,-422.5183,-422.510314,-422.50937,-422.550617,30.998
dsC7O2H10nsd/dsC7O2H10nsd_5107.xyz,OCC12CC1C1CC1O2,OC[C@@]12C[C@@H]1[C@@H]1C[C@@H]1O2,3.2195793,1.4154571,1.216393,1.7601,73.83,-0.23999,0.07172,0.31171,1076.2517,0.157538,-422.521607,-422.513706,-422.512762,-422.55386,31.294
dsC7O2H10nsd/dsC7O2H10nsd_5108.xyz,OCC12CC1C1OC1C2,OC[C@]12C[C@H]1[C@H]1O[C@H]1C2,3.7232981,1.2235375,1.0915948,1.1732,73.74,-0.25161,0.07507,0.32668,1138.4201,0.157877,-422.534325,-422.526415,-422.525471,-422.566682,30.991
dsC7O2H10nsd/dsC7O2H10nsd_5109.xyz,OCC12CC3CC3C1O2,OC[C@]12C[C@H]3C[C@H]3[C@H]1O2,3.8954714,1.2234762,1.1133639,1.8416,73.69,-0.25088,0.07258,0.32346,1137.7796,0.157935,-422.536687,-422.528755,-422.527811,-422.569215,31.028
dsC7O2H10nsd/dsC7O2H10nsd_5110.xyz,CC12CC1C1OC21CO,C[C@@]12C[C@@H]1[C@@H]1O[C@]21CO,2.4892334,1.5899244,1.1967678,1.6314,74.58,-0.22762,0.05762,0.28524,1091.3425,0.155178,-422.482834,-422.474015,-422.47307,-422.516321,33.449
dsC7O2H10nsd/dsC7O2H10nsd_5111.xyz,CC12OC1C1CC21CO,C[C@]12O[C@H]1[C@H]1C[C@@]21CO,2.4726648,1.6072955,1.173345,1.4707,74.77,-0.22842,0.06225,0.29067,1092.4101,0.155126,-422.48453,-422.475699,-422.474755,-422.517852,33.533
dsC7O2H10nsd/dsC7O2H10nsd_5112.xyz,CCC12OC1C1CC21O,CC[C@@]12O[C@@H]1[C@@H]1C[C@]21O,2.513638,1.5868699,1.2035387,1.0663,74.54,-0.22638,0.06067,0.28705,1096.9442,0.15464,-422.481697,-422.472839,-422.471894,-422.515091,33.842
dsC7O2H10nsd/dsC7O2H10nsd_5113.xyz,CCC12OC1C1OC21C,CC[C@@]12O[C@@H]1[C@@H]1O[C@]21C,2.5149869,1.5832417,1.1812426,3.3198,74.69,-0.24269,0.05019,0.29288,1111.8896,0.153804,-422.473078,-422.464106,-422.463162,-422.5066,33.613
dsC7O2H10nsd/dsC7O2H10nsd_5114.xyz,COC12CC1C1CC21O,CO[C@]12C[C@H]1[C@H]1C[C@@]21O,2.5387848,1.6820586,1.2336072,0.8732,74.97,-0.2021,0.07269,0.27479,1063.6395,0.155164,-422.465501,-422.456814,-422.45587,-422.498359,33.573
dsC7O2H10nsd/dsC7O2H10nsd_5115.xyz,COC12CC1C1OC21C,CO[C@@]12C[C@@H]1[C@@H]1O[C@]21C,2.5437684,1.6490902,1.2101938,1.2052,75.07,-0.22634,0.06806,0.2944,1081.7273,0.154274,-422.466391,-422.457488,-422.456544,-422.499647,33.498
dsC7O2H10nsd/dsC7O2H10nsd_5116.xyz,OCC12CC1C1CC21O,OC[C@@]12C[C@@H]1[C@@H]1C[C@]21O,2.4668102,1.6647058,1.1938167,2.0153,74.69,-0.20998,0.05783,0.26781,1056.6619,0.155949,-422.480885,-422.472243,-422.471299,-422.513804,33.631
dsC7O2H10nsd/dsC7O2H10nsd_5117.xyz,CCC12OC1C1CC2O1,CC[C@@]12O[C@@H]1[C@H]1C[C@@H]2O1,3.3589374,1.3896379,1.2721952,3.1114,73.84,-0.24066,0.07231,0.31297,1074.3584,0.157193,-422.501426,-422.493704,-422.49276,-422.533657,30.23
dsC7O2H10nsd/dsC7O2H10nsd_5118.xyz,COC12CC1C1CC2O1,CO[C@@]12C[C@@H]1[C@@H]1C[C@H]2O1,3.2832936,1.4646818,1.3071701,2.4859,74.29,-0.23844,0.08802,0.32646,1043.4881,0.157541,-422.488468,-422.480795,-422.479851,-422.520528,30.196
dsC7O2H10nsd/dsC7O2H10nsd_5119.xyz,OCC12CC1C1CC2O1,OC[C@]12C[C@H]1[C@H]1C[C@@H]2O1,3.1323536,1.4136527,1.254773,2.7848,73.8,-0.24413,0.07588,0.32001,1060.2809,0.15845,-422.507696,-422.500088,-422.499144,-422.539757,30.283
dsC7O2H10nsd/dsC7O2H10nsd_5120.xyz,OCC12OC1C1CC2C1,OC[C@@]12O[C@@H]1[C@H]1C[C@@H]2C1,3.3083253,1.3863397,1.2694396,1.796,73.84,-0.25647,0.07317,0.32964,1058.5924,0.158548,-422.516563,-422.509048,-422.508104,-422.548597,29.985
dsC7O2H10nsd/dsC7O2H10nsd_5121.xyz,CCC12OC1C1COC21,CC[C@@]12O[C@@H]1[C@@H]1CO[C@H]21,3.3299238,1.3631514,1.1866874,2.6549,74.64,-0.23908,0.05404,0.29312,1113.7343,0.156413,-422.487819,-422.479693,-422.478749,-422.520661,30.861
dsC7O2H10nsd/dsC7O2H10nsd_5122.xyz,CCC12OC1C1OCC21,CC[C@@]12O[C@@H]1[C@@H]1OC[C@H]21,3.4794884,1.3101233,1.1612966,3.021,74.37,-0.24066,0.05276,0.29342,1125.0418,0.156398,-422.487802,-422.479708,-422.478763,-422.520571,30.853
dsC7O2H10nsd/dsC7O2H10nsd_5123.xyz,COC12CC1C1COC21,CO[C@]12C[C@H]1[C@H]1CO[C@@H]21,3.4509617,1.3381274,1.1920702,0.8022,74.75,-0.23618,0.06621,0.30239,1102.8678,0.156647,-422.476187,-422.468104,-422.46716,-422.50885,30.839
dsC7O2H10nsd/dsC7O2H10nsd_5124.xyz,COC12CC1C1OCC21,CO[C@]12C[C@H]1[C@@H]1OC[C@H]21,3.1028981,1.4654984,1.1657806,2.5747,75.1,-0.24027,0.07276,0.31303,1093.9094,0.156885,-422.488828,-422.480688,-422.479744,-422.521661,30.687
dsC7O2H10nsd/dsC7O2H10nsd_5125.xyz,OCC12CC1C1COC21,OC[C@]12C[C@H]1[C@H]1CO[C@@H]21,3.3238177,1.2918087,1.141146,2.5614,74.51,-0.24319,0.06105,0.30424,1125.0275,0.157535,-422.492018,-422.484003,-422.483058,-422.524699,30.89
dsC7O2H10nsd/dsC7O2H10nsd_5126.xyz,OCC12CC1C1OCC21,OC[C@]12C[C@H]1[C@@H]1OC[C@H]21,2.9841309,1.3952101,1.1124707,1.9542,74.61,-0.24494,0.06474,0.30968,1118.1791,0.157731,-422.504455,-422.496415,-422.49547,-422.537186,30.785
dsC7O2H10nsd/dsC7O2H10nsd_5127.xyz,OCC12OC1C1CCC21,OC[C@]12O[C@H]1[C@H]1CC[C@@H]21,3.3770716,1.3164042,1.1658249,1.7369,74.36,-0.25381,0.05952,0.31333,1113.6839,0.157074,-422.495671,-422.487585,-422.486641,-422.528502,31.115
dsC7O2H10nsd/dsC7O2H10nsd_5128.xyz,CC1=CC2OC2(CO)C1,CC1=C[C@@H]2O[C@]2(CO)C1,2.9180173,1.2104794,1.0134981,1.891,76.8,-0.2366,0.00485,0.24145,1240.5838,0.155946,-422.5536,-422.544724,-422.54378,-422.587072,33.339
dsC7O2H10nsd/dsC7O2H10nsd_5129.xyz,CC1C=CC2OC12CO,C[C@@H]1C=C[C@@H]2O[C@]12CO,2.6302258,1.5562549,1.1762056,1.655,75.25,-0.2468,-0.00223,0.24457,1091.3537,0.156629,-422.550389,-422.541743,-422.540799,-422.583566,32.803
dsC7O2H10nsd/dsC7O2H10nsd_5130.xyz,CCC12OC1C=CC2O,CC[C@@]12O[C@@H]1C=C[C@@H]2O,2.3347518,1.5009771,1.2863223,2.1153,74.74,-0.24892,-0.01111,0.23781,1100.7225,0.156524,-422.551544,-422.542891,-422.541947,-422.584807,32.824
dsC7O2H10nsd/dsC7O2H10nsd_5131.xyz,COC12CC1C=CC2O,CO[C@@]12C[C@@H]1C=C[C@H]2O,2.3063578,1.780763,1.2702402,2.1771,76.3,-0.2315,0.0011,0.2326,1049.8113,0.156584,-422.534927,-422.526315,-422.525371,-422.567899,32.925
dsC7O2H10nsd/dsC7O2H10nsd_5132.xyz,OCC12CC1C=CC2O,OC[C@@]12C[C@@H]1C=C[C@H]2O,2.5720597,1.6354402,1.1556319,2.168,76.27,-0.23545,0.01534,0.25079,1080.8649,0.157737,-422.554943,-422.546621,-422.545676,-422.587428,32.589
dsC7O2H10nsd/dsC7O2H10nsd_5133.xyz,OCC12CC1C=CCO2,OC[C@@]12C[C@@H]1C=CCO2,2.5429297,1.5763893,1.2410481,1.1947,76.43,-0.23697,0.01067,0.24764,1072.6348,0.157488,-422.541383,-422.533029,-422.532085,-422.574248,32.032
dsC7O2H10nsd/dsC7O2H10nsd_5134.xyz,OCC12CCC=CC1O2,OC[C@@]12CCC=C[C@@H]1O2,3.3980233,1.2827613,1.0739069,1.6613,75.9,-0.24111,-0.00193,0.23918,1153.8729,0.157935,-422.557303,-422.549045,-422.5481,-422.590124,31.754
dsC7O2H10nsd/dsC7O2H10nsd_5135.xyz,CCC12CC(=O)CC1O2,CC[C@@]12CC(=O)C[C@@H]1O2,3.370593,1.1671819,0.9791421,3.147,75.18,-0.24612,-0.01921,0.22691,1246.9777,0.155791,-422.581506,-422.572797,-422.571853,-422.615244,32.486
dsC7O2H10nsd/dsC7O2H10nsd_5136.xyz,CCC12CC1CC(=O)O2,CC[C@]12C[C@H]1CC(=O)O2,2.5848415,1.4203979,1.144451,4.1502,74.99,-0.26614,0.01172,0.27786,1145.9496,0.156877,-422.596269,-422.587812,-422.586868,-422.629473,31.958
dsC7O2H10nsd/dsC7O2H10nsd_5137.xyz,CCC12CC1OC(=O)C2,CC[C@@]12C[C@@H]1OC(=O)C2,3.4187447,1.1557753,0.9763975,4.383,74.9,-0.26779,0.01058,0.27837,1246.5021,0.156938,-422.592556,-422.584108,-422.583164,-422.625782,31.893
dsC7O2H10nsd/dsC7O2H10nsd_5138.xyz,COC12CC1CC(=O)C2,CO[C@@]12C[C@@H]1CC(=O)C2,3.0330747,1.2399282,1.0939896,2.5268,75.14,-0.23974,-0.02001,0.21973,1171.3122,0.156007,-422.562449,-422.553852,-422.552908,-422.595837,32.376
